1567441-4826 	 munkaterület
1598676-4816, 6821 	 túlemeléshiány
1599068-6821 	 palástköszörűgép
1599173-4816 	 vasúti@motorkocsi
1599208-48, 4816, 6821 	 síncsiszolás
1599354-48, 4816 	 Vasutak@Együttműködési@Szervezete
1599442-4816 	 könyöksín
1599768-6411, 6821 	 fajlagos@motorteljesítmény
1599893-48, 4816 	 berni@négyszög
1600106-6806, 6821 	 vakszegecs
1600264-4816 	 térközjelző
1600344-6821 	 ürítőszelep
1600405-48 	 rakodóterület
1600568-4816, 6826 	 üzemi@feszültség
1600757-4816 	 zárt@tehervonat
1601075-4816 	 tárolóvágány
1601144-3606, 6411, 6821 	 lendkerék
1601623-4816, 5626, 5631 	 etetőállomás
1601783-4816 	 nyomcsatorna
1601822-48, 4816 	 foglalt@térközszakaszba@való@belépés
1602293-4816 	 nagy@sebességű@forgalom
1602362-4816 	 bázisalagút
1602403-4816 	 ágyazatos@vágány
1602546-3606 	 abszolút@érték
1602557-3226, 6826 	 elfogadott@interferencia
1602591-3226, 3236, 6621, 6826 	 aktív@üzemmód
1602662-3226, 4826 	 légiforgalmi@állandóhelyű@szolgálat
1602664-3226, 4826 	 légiforgalmi@mozgószolgálat
1602665-3226 	 műholdas@légiforgalmi@mozgószolgálat
1602668-3226, 4826 	 műholdas@légiforgalmi@rádiónavigáció@szolgálat
1602669-3226, 4826 	 légiforgalmi@rádiónavigáció@szolgálat
1602670-3226, 4826 	 légiforgalmi@állomás
1602682-3226, 4826 	 légijármű-állomás
1602685-3226, 4826 	 levegő-föld@összeköttetés
1602688-4806, 4826 	 légiforgalmi@szolgálati@útvonal
1602724-3236, 6411 	 alfanumerikus@karakter
1602740-3226 	 műholdas@amatőrszolgálat
1602741-3226 	 amatőrszolgálat
1602742-3226 	 amatőrállomás
1602998-3226, 3606, 4826 	 felszálló@csomó
1603002-3226 	 kijelölt@frekvencia
1603013-3606 	 csillagászati@egység
1603053-3606, 6411 	 atomóra
1603076-3606, 4826 	 helyzet
1603085-3226, 4826, 6826 	 helyzetérzékelő@szenzor
1603133-3606 	 sarkifény-övezet
1603401-3226 	 sugárzási@terület
1603489-3606, 6826 	 akromatikus@hely
1603691-6826 	 vivőhullám
1603744-6821, 6826 	 katódsugár-oszcilloszkóp
1603746-6826 	 katódsugárcsöves@kijelző
1603747-6826 	 katódsugárcső
1603749-6826 	 üreges@rezonátor
1603757-3606 	 égitest
1603772-3606, 6411 	 sávközépi@frekvencia
1603825-3226, 6826 	 karakterisztikus@frekvencia
1603889-3226, 6826 	 kibocsátási@osztály
1603941-3226 	 parti@állomás
1604022-3226, 4826 	 ütközéselhárító@rendszer
1604286-3226, 3606 	 egyeztetett@világidő
1604287-36 	 koordinátarendszer
1604289-3226 	 koordinációs@övezet
1604291-3226 	 koordinációs@övezet@határvonala
1604333-3226, 7606 	 országhívószám
1604471-3226, 3236 	 csomag
1604477-3236 	 adatvisszaállítás
1604480-3236 	 adatvédelem
1604487-3236 	 adattárolás
1604636-3226, 3606, 4826 	 leszálló@csomó
1604810-3236, 6411 	 digitális@technológia
1604949-3226 	 elosztási@pont
1605033-3606, 6821 	 közegellenállás
1605058-3226, 6826 	 duál-polarizáció
1605081-3226 	 duplex@működés
1605109-3226, 4826 	 műholdas@Föld-kutató@szolgálat
1605114-3226, 4826 	 távérzékelő@műhold
1605131-3226, 4826 	 űrtelemetria
1605176-3606 	 ekliptika@síkja
1605216-3226, 6826 	 tényleges@monopól@kisugárzott@teljesítmény
1605305-4826, 6826 	 vészhelyzeti@helyzetjeladó
1605443-3226, 6826 	 kisugárzott@egyenértékű@izotrop@teljesítmény
1605467-3236 	 hibajavító@kód
1605499-4826 	 számított@érkezési@idő
1605529-3226 	 kísérleti@állomás
1605635-6826 	 csatlakozóaljzat
1605660-3226, 64, 6821 	 közúti@vizsgálat
1605721-3226 	 műholdas@állandóhelyű@szolgálat
1605724-3226 	 helyhez@kötött@szolgálat
1605726-3226 	 helyhez@kötött@állomás
1605762-6826 	 fénycső
1605767-4826 	 közelrepülés
1605810-3226, 6826 	 adattovábbítási@hibavédelem
1605825-3606, 6821, 6826 	 Fourier-transzformáció
1605976-3226 	 frekvencia-újrahasznosítás
1605990-3236 	 frekvenciaeltolásos@telegráfia
1606003-6826 	 frekvenciaszintetizátor
1606005-3226, 6826 	 frekvenciatolerancia
1606061-3226, 6826 	 félhullámú@dipólus@nyeresége
1606151-4826, 6826 	 siklópálya
1606193-3236 	 szürkeségi@árnyalat
1606248-3606 	 pörgettyű
1606284-3226 	 káros@zavarás
1606373-3606, 4826 	 elnyúlt@ellipszispálya
1606380-3226, 6826 	 nagyteljesítményű@mikrohullámú@erősítő
1606438-3226, 6826 	 vízszintes@polarizáció
1606515-3226, 3236 	 tétlen@állapot
1606790-6411 	 nemzetközi@atomidő
1606828-3226 	 nemzetközi@előtét
1606944-6826 	 ionoszférikus@szórás
1606964-3226, 6826 	 izotropikus@nyereség
1606970-0821, 3226, 6411 	 Nemzetközi@Rádiószabályzat
1607015-4826 	 leszállóegység
1607022-3226 	 műholdas@földi@mozgószolgálat
1607023-3226 	 földi@mozgószolgálat
1607027-3226 	 rádiómeghatározó@állomás
1607091-4826 	 kilövés
1607095-6826 	 világító@dióda
1607492-3226, 3606, 4826 	 űrhajó
1607515-3226 	 hajók@mozgásával@kapcsolatos@szolgálat
1607518-3226, 4821 	 műholdas@tengeri@rádiónavigáció@szolgálat
1607519-3226, 4821 	 tengeri@rádiónavigáció@szolgálat
1607667-3226, 3606 	 meteorológiát@segítő@szolgálat
1607670-3606, 4826, 6826 	 meteorológiai@műhold
1607671-3226, 3606 	 műholdas@meteorológiai@szolgálat
1607694-3606, 6826 	 mikrohullámú@radiométer
1607752-3226, 48 	 mozgó@földi@állomás
1607758-3226 	 rádiónavigációs@mozgóállomás
1607997-3226 	 többnyalábú@antenna
1608129-3226, 6826 	 szükséges@sávszélesség
1608145-3226, 3236 	 torlódás
1608159-3226 	 hálózati@végpont
1608162-3606 	 neutroncsillag
1608425-3226, 6826 	 lefoglalt@sávszélesség
1608494-3226, 4821 	 fedélzeti@távközlő@állomás
1608610-3606, 4826 	 pályaexcentricitás
1608612-3606, 4826 	 pályaelem
1608613-3226 	 Föld@körüli@pálya@dőlésszöge
1608615-3226, 3606 	 pályamenti@pozíció
1608624-3606, 4826 	 keringési@sebesség
1608686-3226 	 sávon@kívüli@sugárzás
1608837-3226, 3606 	 passzív@műhold
1608838-3226, 6826 	 passzív@szenzor
1608860-4826 	 rakomány
1608959-3226, 6826 	 megengedhető@interferencia
1609114-3606 	 planetáris@köd
1609124-3606 	 plazmapauza
1609126-3606, 5211 	 plazmaszféra
1609192-3226, 4826 	 poláris@pályán@keringő@műhold
1609202-6826 	 mobil@eszköz
1609205-3226 	 kikötői@állomás
1609344-66 	 primer@energiahordozó
1609450-3226, 6826 	 védelmi@arány
1609487-3226 	 nyilvános@levelezés
1609490-3226 	 közcélú@kapcsolt@távbeszélő-hálózat
1609580-3606 	 kvazár
1609659-3226 	 rádiócsillagászati@állomás
1609660-3226 	 rádió-irányadó@állomás
1609670-3226 	 rádiós@meghatározás
1609671-3226 	 műholdas@rádiómeghatározó@szolgálat
1609673-3226 	 rádiómeghatározó@szolgálat
1609674-3226 	 rádiómeghatározó@állomás
1609676-3226 	 rádió@iránymérő@állomás
1609727-3226 	 rádiónavigációs@helyhez@kötött@állomás
1609728-3226 	 rádiólokációs@mozgóállomás
1609729-3226 	 rádiólokáció@szolgálat
1609736-3226, 48 	 rádiónavigációs@szolgálat
1609773-3226 	 rádiótelegram
1609783-3226 	 rádiótelefon-hívás
1609790-3606, 6821 	 rádiótávcső
1609793-3226 	 rádiótelex-hívás
1609905-4826, 6821 	 lendkerék
1610054-3606 	 vöröseltolódás
1610073-4826 	 visszatérés
1610088-3226, 6826 	 referenciafrekvencia
1610155-48, 4826 	 lajstromjel
1610246-3226, 4826 	 mentésösszehangoló@központ
1610322-6411, 6821 	 fordulat/perc
1610369-1631, 3606 	 négyzetes@középérték
1610425-12, 3226, 6826 	 életbiztonság
1610427-0431, 3226 	 biztonsági@szolgálat
1610542-3606, 6821 	 szóródásmérő
1610760-3226, 6826 	 frekvenciamegosztás
1610780-3226, 4821 	 hajó@földi@állomás
1610781-3226, 4821 	 hajók@mozgásával@kapcsolatos@szolgálat
1610784-3226, 4821 	 hajóvészadó
1610786-3226, 4821 	 hajóállomás
1610852-3606 	 sziderikus@nap
1611009-3226, 6826 	 egyirányú@polarizáció
1611023-3226, 6826 	 teljes@vivős@egyoldalas@sugárzás
1611081-3606 	 ferde@távolság
1611123-3606, 6626 	 napfoltciklus
1611149-3606 	 napszél
1611248-3226 	 űrbeli@üzemeltetési@szolgálat
1611256-3226, 4826 	 űrkutatási@szolgálat
1611260-3226, 4826 	 űrszegmens
1611263-3226, 4826 	 űr-távparancs
1611289-3226 	 speciális@szolgálat
1611452-3226, 6826 	 mellékhullámú@sugárzás
1611500-3226, 6826 	 hiteles@frekvenciák@és@órajelek@állomása
1611561-3606, 4826 	 csillagérzékelő
1611574-3226 	 műsorszóró@állomás
1611758-6826 	 félvezető@hordozó@anyag
1611840-3226, 48 	 mentőjármű-állomás
1611955-3226, 6826 	 szintetikus@apertúrájú@radar
1612160-3226 	 végberendezés
1612196-3226 	 földfelszíni@rádiótávközlési@szolgálat
1612250-6826 	 hőleadás
1612322-3606, 6826 	 időállandó
1612477-3606, 6811 	 nyomgáz
1612506-4826 	 forgalmi@tájékoztatás
1612624-3226 	 rádió-adóberendezés
1612689-3226, 6826 	 haladóhullámú@erősítőcső
1612717-3226, 6826 	 troposzferikus@szóródás
1612919-3226, 6826 	 nem@kívánt@sugárzás
1613056-3226, 6826 	 vertikális@polarizáció
1613065-4826 	 függőleges@elkülönítés
1613228-6826 	 hullámvezető
1613482-6826 	 bemeneti@feszültség
1613504-3226, 4826, 6826 	 műszeres@leszállító@rendszer@siklópályaadója
1613505-4826, 6826 	 műszeres@leszállító@rendszer@iránysávadója
1613534-3226, 4826 	 légiforgalmi@földi@állomás
1613542-3226, 4826 	 légijármű-fedélzeti@földi@állomás
1613551-3226 	 parti@földi@állomás
1613558-3226 	 szerencsétlenségek@helyét@jelző@rádióbója-állomás
1613559-3226 	 műholdas@link@ekvivalens@zajhőmérséklete
1613561-3226 	 modulációs@összeköttetés
1613563-3226 	 rövid@vertikális@antennára@értelmezett@nyereség
1613567-3226 	 védősáv
1613575-3226 	 műholdak@közötti@szolgálat
1613588-3226, 4826, 6826 	 műhold@periódusa
1613589-3226, 4821 	 kikötői@műveletek@szolgálata
1613595-3226, 3606 	 rádiócsillagászat
1613597-3226 	 rádiótávközlési@szolgálat
1613599-3226, 6826 	 csökkentett@vivővel@működő@egyoldalas@átvitel
1613608-3226 	 félduplex@működés
1613611-3226 	 egyoldalsávos@átvitel
1613616-3226 	 műholdas@hiteles@frekvenciák@és@órajelek@szolgálata
1613617-3226 	 hiteles@frekvenciák@és@órajelek@szolgálata
1613620-3226, 6826 	 elnyomott@vivőjű@egyoldalas@átvitel
1614463-3226 	 sikertelen@hívási@kísérlet
1614525-6826 	 vivőfrekvencia-zajsűrűség@viszonyszám
1614755-0821, 3226 	 másodlagos@légtérellenőrző@radar
1614766-3226, 48, 4816 	 hajózási@adatszolgáltatási@rendszer
1614808-3226, 6826 	 haladóhullámú@erősítőcső
1614852-3226, 3236 	 mozgószolgálati@kapcsolóközpont
1615054-3221, 3236 	 információs@entrópia
1615076-2831, 3611 	 átírás
1615080-3226 	 tömegtájékoztatás
1615099-2031, 3221, 3231 	 tájékoztató@füzet
1615107-6416 	 szabadalom
1615125-3221 	 tartalomjegyzék
1615189-3226, 3236 	 hivatkozás@létrehozása
1615485-3221 	 időszaki@kiadványok@nemzetközi@azonosító@száma
1615517-3226, 3236 	 távoli@hozzáférés
1615748-2841 	 ondóhólyag
1615841-5631 	 tőgygyulladás
1615872-2841, 5631 	 baromfigümőkór
1615874-5631 	 madarak@fertőző@bronchitise
1615875-5631 	 baromfipestis
1616231-3226 	 rövidhullám
1616444-56 	 szőlő
1616535-5611, 5631 	 szőlőfajta
1616583-5631 	 oltvány
1616888-5631 	 tamponnal@történő@mintavétel
1616928-5631, 6811 	 gyomirtó@szer
1616961-6021, 6811 	 invertcukor
1616967-6021, 6811 	 glükóz
1617009-6811 	 észterezés
1617058-3611, 56 	 utóerjedés
1617060-56 	 második@erjesztés
1617071-6021, 6811 	 szacharóz
1617295-56, 6021 	 kapszula
1617318-6811, 6821 	 szűrőgyertya
1617429-6021, 6036 	 palackos@erjesztés
1617455-3606, 6811 	 kovaföld
1617472-6036, 6811 	 kréta
1617478-2841, 3606, 6026, 6811 	 agar-agar
1617479-3606 	 lemeztenyésztés
1617486-3606 	 spóraképződés
1617546-6811 	 mérõoldat
1617556-6811 	 oxidálószer
1617559-6811 	 indikátor
1617561-6811 	 metilnarancs
1617563-6811 	 fenolftalein
1617628-6021, 6036 	 csendes@bor
1617643-56, 6021 	 minőségi@bor
1617651-2841 	 gyógyszeres@bor
1617664-56, 6021 	 fajtabor
1617678-56 	 mézbor
1617956-60, 6026 	 borecet
1617991-56 	 ízfokozó
1618663-3226 	 érkezési@szárazföldi@díjrész
1618719-3226 	 levélpostai@szolgáltatás
1618761-2011 	 vámkezelési@díj
1618870-3226 	 széljegyzet
1618919-24, 4026 	 előlegfizetés
1618929-12 	 kisajátítás
1618993-1211 	 érdekelt@fél
1619127-1211 	 kedvezményezett
1619308-3226 	 korrektor
1619473-44 	 jelmondat
1619503-3226, 6411 	 vezércikk
1619712-2831, 3226 	 ősnyomtatvány
1620232-3226, 6416 	 többszörözési@jog
1620245-3606 	 abszcissza
1620392-56 	 csúcsmerisztéma
1620403-5631 	 faápolás
1620438-6811 	 autokláv
1620589-6811 	 kötőanyag
1620597-3606, 5211 	 életközösség
1620608-3606, 56 	 szaporodóképesség
1620705-3606, 5636 	 ágfa
1620717-3606, 5631 	 állattenyésztés
1620775-6811 	 pörkölés
1620825-5636 	 záródás
1620877-2841, 3606 	 centroméra
1620906-56, 6831 	 ellenőrző@pont
1621021-6811 	 égés
1621460-6806, 6811 	 merítés
1621467-2426, 4026 	 belső@megtérülési@ráta
1621518-4816, 56, 6821 	 vonórúd
1621544-6811 	 szárítás
1621567-5211 	 ökoszisztéma
1621608-2841 	 embrió
1621645-4006 	 vállalkozó
1621664-5631 	 epizootikus
1621741-6806, 6831 	 színfurnér
1621783-6836 	 rostlemez
1621788-3606, 6806 	 fibrilla
1621838-0436, 4411 	 tűzoltó
1621884-3606, 6811 	 gyúlékonyság
1621911-3606 	 flokk
1622004-2841 	 formuláció
1622006-56, 6821 	 kihordógép
1622107-3606 	 genotípus
1622115-3606, 5631 	 csírázóképesség
1622134-3606 	 glej
1622156-3606, 5621, 6006 	 fűneműek
1622258-6836 	 kemény@rostlemez
1622259-6836 	 középkemény@rostlemez
1622269-3606 	 maghéj
1622403-6811 	 gyújtás
1622421-3606 	 izzás
1622554-2841 	 kariotípus
1622615-3606, 5636 	 bujtás
1622654-3606 	 vonal
1622656-1631, 36 	 lineáris@regressziós@egyenlet
1622667-3606, 5636 	 erdei@avar
1622694-5636 	 fakitermelés
1622845-3606 	 merisztéma
1622900-6811 	 nedvességtartalom
1623029-4026 	 elavulás
1623047-3606, 56 	 szabadtartás
1623052-3606 	 ordináta
1623054-1006, 2441, 4021 	 szervezeti@ábra
1623140-2841, 5631 	 patogén@mikroorganizmus
1623150-3606 	 leszármazás
1623298-3606, 6411, 6821 	 alakíthatóság
1623329-3606 	 megporzás
1623335-3606 	 soktápnövényű
1623345-1631, 4026 	 sokaság
1623365-4816, 6821 	 teljesítményleadó@tengely
1623367-6411 	 pontosság
1623492-1631, 2841 	 véletlenszerű
1623542-3606 	 rekombináció
1623566-52, 5636 	 újraerdősítés
1623626-5206, 5621 	 rekultiváció
1623689-6836 	 hengeres@faanyag
1623768-56, 6806 	 fűrészrönk
1623908-5206 	 védősáv
1623932-3606 	 hajtás
1624084-3606, 5636, 6831 	 tűlevelű@faanyag
1624114-3606, 5211 	 faj
1624197-1631 	 átlag@standard@hibája
1624235-6811 	 vízgőz-desztilláció
1624275-5636 	 sűrűség
1624378-3606, 5211 	 alfaj
1624423-3606, 56 	 tartamos@hozam
1624480-3606 	 taxon
1624633-5631 	 vándorlegeltetés
1624660-2841, 6416 	 kezelés
1624779-2841, 5631 	 vektor
1624789-56, 6806 	 furnérrönk
1624856-5211 	 vizes@élőhely
1624873-5216 	 kontrollálatlan@vegetációtűz
1624909-5636, 6836 	 favédelem
1624955-3606, 5641 	 évjárat
1625046-3606, 5211, 5631 	 tevefélék
1625245-5626 	 integrált@növényvédelem
1625433-3606 	 vertiszol
1625486-4816, 6816 	 alj
1625631-5636 	 egészségügyi@fakitermelés
1625802-6621 	 tervezési@biztonság
1625986-12, 6621 	 működési@engedély
1626033-52, 6621 	 radioaktív@kibocsátás
1626126-5216, 6621 	 transzmutáció
1627352-4816, 6821 	 alapjárati@fordulatszám
1628004-6821 	 ferde@fogazású@fogaskerék
1628681-6821 	 bordás@tengely
1628911-6821 	 métermenet
1628948-6821 	 önmetsző@csavar
1628966-6411, 6816, 6821 	 zárócsavar
1629055-6821 	 szerszámgép
1629073-6821 	 orsófordulatszám
1629388-4816, 6821 	 rugóerő-tárolós@fék
1629415-48, 6821 	 olajszivattyú
1629552-6036 	 malátázás
1629981-2031, 48, 4816, 4821 	 átruházható@hajóraklevél
1630001-2421 	 spot@ügylet
1630118-2841 	 filmbevonás
1630454-16, 24 	 történelmi@szimuláció
1630827-2446 	 adótúlfizetés
1630964-2446 	 közvetlen@adózás
1631123-2446 	 adóztatási@jog
1631235-16 	 működő@tőke
1631305-24 	 tőketartalék
1631314-24 	 tőkepozíció
1631374-2421, 2426 	 terjeszkedéshez@szükséges@tőke
1631482-16, 20, 2426 	 termelőtőke
1631819-4826, 6821 	 műszaki@egység
1632468-6816 	 ausztenites@rozsdamentes@acél
1632839-6826 	 higanygőzlámpa
1634553-6821 	 italhűtő
1634786-4826 	 mentőtorony
1635683-44 	 munkaköri@besorolási@rendszer
1635864-44 	 magán-munkaközvetítő@ügynökség
1636165-2826 	 szárazruha
1636192-2826 	 nedvesruha
1636243-4816, 6821 	 emelt@alapjárat
1636510-20, 2011 	 specifikus@vám
1636525-2431 	 bruttó@díj
1636846-2431 	 megszolgált@díj
1637399-5631 	 vándoroltatás
1637412-5631 	 csomag@részét@képező@méh
1637465-56 	 méhkas
1637627-44 	 újrafoglalkoztatás
1637686-4816, 6411 	 frontális@ütközés
1637836-6811 	 szerves@anyag
1638157-16 	 stratégiai@tervezés
1638532-3606 	 kromoszféra
1639101-2841 	 fizioterápiás@szolgáltatás
1639409-3606, 66, 6831 	 tartály@nélküli@vízmelegítő
1639905-6616 	 savanyú@gáz
1641523-2421 	 tőzsdei@kivezetés
1641920-3606, 6806 	 jádekő
1642283-6816 	 kutyaház
1642363-3606 	 termikus@analízis
1642694-24 	 tőkeáttételes@kereskedés
1642818-4026 	 összehasonlító@mérleg
1642859-3606, 5211, 5631 	 hagymagumó
1643066-16, 20, 52 	 szabadkereskedelem
1643441-3226, 4826 	 eltolt@frekvenciás@szimplex
1643449-3226, 4826 	 repülőtéri@légiforgalmi@irányítás@rádióállomása
1643450-3226, 4826 	 légiforgalmi@állandóhelyű@áramkör
1643454-3226, 4826 	 légiforgalmi@távközlési@szolgálat
1643458-3226, 4826 	 AFTN-csoport
1643460-3226, 4826 	 levegő-föld@irányító@rádióállomás
1643462-4826 	 légiforgalmi@szolgálatok@bejelentő@irodája
1643465-4826 	 szögbeli@eltolódás@iránti@érzékenység
1643482-3226, 4826 	 adatszabály
1643483-3226 	 modulációs@mélységkülönbség
1643493-3226, 4826 	 kétcsatornás@szimplex
1643512-3226, 4826 	 fél@irányszektor
1643513-3226, 4826 	 ILS-siklópálya@félszektor
1643514-4826 	 kitérő@várakozó@hely
1643520-4826 	 ILS-siklópálya@szektor
1643521-4826 	 az@ILS@teljessége
1643531-4826 	 ILS-siklópálya@szög
1643563-4826 	 nem@műszeres@futópálya
1643564-3226, 4826 	 hálózaton@kívüli@távközlés
1643570-3226, 4826 	 pilótairányító@rendszer
1643572-3226, 4826 	 pontfény
1643596-4826 	 ILS@II.@teljesítmény@kategórájú@berendezés
1643597-4826 	 ILS@I.@teljesítmény@kategórájú@berendezés
1643598-3226, 4826 	 teljesen@automatikus@átjátszó@állomás
1643599-3226, 4826 	 bejövő@vonalak@felelősségi@listája
1643603-3226, 4826 	 rádió-távbeszélő@hálózat
1643604-3226, 4826 	 félautomata@átjátszó@állomás
1643611-3226, 4826 	 kétfrekvenciás@iránysáv@rendszer
1643612-3226, 4826 	 átjátszási@idő
1643617-3226, 4826 	 adásvonal-címjegyzék
1643621-3226, 4826 	 másodlagos@frekvencia
1643624-3226, 4826 	 jelmegbízhatóság
1643626-3226, 4826 	 egycsatornás@szimplex
1643634-3226, 4826 	 kézi@átjátszóállomás
1643636-4826 	 irányításátadási@pont
1643641-3226, 4826 	 VOLMET@adás
1643722-2826, 5641 	 sporthorgászat
1644113-6811 	 komplex
1644163-16 	 vállalati@kommunikáció
1644273-6611, 6811 	 kéntelenítő@berendezés
1644575-0806 	 informális@megállapodás
1644671-6811 	 hidrogénhíd-kötés
1644833-2031 	 veszteséggel@értékesített@forgalomépítő@,@invitáló@termék
1644864-4416 	 embernap
1644944-3206, 3216 	 moduláris@képzés@bevezetése
1645274-12, 4406 	 szakmai@etikai@kódex
1645950-2841, 6811 	 malom
1646138-2031, 6411 	 eldobható
1646392-04 	 zsákmányrendszer
1647004-0806 	 követtanácsos
1647181-04 	 erőpolitika
1647204-04, 12, 76 	 Latin@Unió
1647300-04, 12 	 lemondás
1647486-04, 0821 	 hadszíntér
1647488-6416 	 területiség
1647548-04, 12 	 vétó
1647665-1021, 2441 	 költségvetési@felső@összeghatár
